Unnamed: 0,Datetime1,DAYTON_MW,Datetime
5223,6,24.0,2022-08-09 15:00:00
2881,8,27.967,2022-05-04 01:00:00
838,1,21.6,2022-02-07 22:00:00
1087,10,21.133,2022-02-18 07:00:00
3303,22,25.6,2022-05-21 15:00:00
2895,22,32.567,2022-05-04 15:00:00
5153,8,22.417,2022-08-06 17:00:00
457,2,21.967,2022-01-23 01:00:00
3545,14,10.933,2022-05-31 17:00:00
4617,18,23.76,2022-07-15 09:00:00
856,19,25.833,2022-02-08 16:00:00
4001,2,28.6,2022-06-19 17:00:00
3904,1,21.067,2022-06-15 16:00:00
1448,11,12.35,2022-03-05 08:00:00
5133,12,24.633,2022-08-05 21:00:00
4275,12,12.067,2022-07-01 03:00:00
2954,9,9.2,2022-05-07 02:00:00
2276,1,28.367,2022-04-08 20:00:00
3161,0,26.5,2022-05-15 17:00:00
2981,12,11.7,2022-05-08 05:00:00
2481,14,14.767,2022-04-17 09:00:00
1745,20,29.433,2022-03-17 17:00:00
693,0,20.525,2022-02-01 21:00:00
6456,20,23.3,2022-09-30 00:00:00
5969,13,17.525,2022-09-09 17:00:00
3320,15,15.367,2022-05-22 08:00:00
188,21,22.433,2022-01-11 20:00:00
3794,14,29.8,2022-06-11 02:00:00
287,0,26.3,2022-01-15 23:00:00
1738,13,12.7,2022-03-17 10:00:00
4157,14,9.2,2022-06-26 05:00:00
3689,14,28.333,2022-06-06 17:00:00
5066,17,10.0,2022-08-03 02:00:00
2445,2,28.967,2022-04-15 21:00:00
169,2,24.5,2022-01-11 01:00:00
3412,11,11.633,2022-05-26 04:00:00
3799,19,28.9,2022-06-11 07:00:00
6450,14,26.24,2022-09-29 18:00:00
5328,15,24.9,2022-08-14 00:00:00
5927,19,30.383,2022-09-07 23:00:00
1684,7,21.2,2022-03-15 04:00:00
1586,5,25.267,2022-03-11 02:00:00
4329,18,23.467,2022-07-03 09:00:00
1338,21,12.167,2022-02-28 18:00:00
2868,19,34.767,2022-05-03 12:00:00
1732,7,22.1,2022-03-17 04:00:00
2917,20,28.4,2022-05-05 13:00:00
5255,14,22.433,2022-08-10 23:00:00
2629,18,10.767,2022-04-23 13:00:00
5470,13,24.933,2022-08-19 22:00:00
2664,5,27.2,2022-04-25 00:00:00
3334,5,26.367,2022-05-22 22:00:00
5932,0,28.48,2022-09-08 04:00:00
210,19,23.3,2022-01-12 18:00:00
6146,22,21.45,2022-09-17 02:00:00
3571,16,11.233,2022-06-01 19:00:00
6109,9,24.517,2022-09-15 13:00:00
5111,14,28.883,2022-08-04 23:00:00
3940,13,30.1,2022-06-17 04:00:00
73,2,24.4,2022-01-07 01:00:00
5587,10,24.417,2022-08-24 19:00:00
3129,16,30.533,2022-05-14 09:00:00
2223,20,31.733,2022-04-06 15:00:00
3237,4,25.2,2022-05-18 21:00:00
1564,7,11.0,2022-03-10 04:00:00
4087,16,8.9,2022-06-23 07:00:00
3256,23,20.5,2022-05-19 16:00:00
5432,23,23.414,2022-08-18 08:00:00
3856,1,25.767,2022-06-13 16:00:00
4086,15,8.967,2022-06-23 06:00:00
6215,19,24.183,2022-09-19 23:00:00
1876,7,27.3,2022-03-23 04:00:00
6440,4,24.8,2022-09-29 08:00:00
1231,10,22.0,2022-02-24 07:00:00
4176,9,8.533,2022-06-27 00:00:00
1258,13,27.6,2022-02-25 10:00:00
1951,12,29.4,2022-03-26 07:00:00
6199,3,23.98,2022-09-19 07:00:00
113,18,8.133,2022-01-08 17:00:00
5656,7,24.817,2022-08-27 16:00:00
5077,4,24.86,2022-08-03 13:00:00
2339,16,19.367,2022-04-11 11:00:00
507,4,21.6,2022-01-25 03:00:00
5703,6,26.2,2022-08-29 15:00:00
4789,22,24.26,2022-07-22 13:00:00
4529,2,23.317,2022-07-11 17:00:00
6484,0,24.833,2022-10-01 04:00:00
3802,22,28.1,2022-06-11 10:00:00
3649,14,28.05,2022-06-05 01:00:00
350,15,23.867,2022-01-18 14:00:00
3732,0,18.7,2022-06-08 12:00:00
3153,16,31.05,2022-05-15 09:00:00
5476,19,24.2,2022-08-20 04:00:00
1114,13,24.5,2022-02-19 10:00:00
4692,21,9.85,2022-07-18 12:00:00
298,11,16.467,2022-01-16 10:00:00
6345,5,25.1,2022-09-25 09:00:00
4800,9,9.8,2022-07-23 00:00:00
5076,3,24.533,2022-08-03 12:00:00
4041,18,9.633,2022-06-21 09:00:00
4383,0,22.567,2022-07-05 15:00:00
229,14,22.667,2022-01-13 13:00:00
3265,8,24.8,2022-05-20 01:00:00
5589,12,25.233,2022-08-24 21:00:00
6468,8,24.42,2022-09-30 12:00:00
5742,21,27.171,2022-08-31 06:00:00
4271,8,24.667,2022-06-30 23:00:00
5242,1,24.167,2022-08-10 10:00:00
2488,21,9.5,2022-04-17 16:00:00
3599,20,26.775,2022-06-02 23:00:00
4438,7,23.2,2022-07-07 22:00:00
1614,9,8.5,2022-03-12 06:00:00
607,10,17.7,2022-01-29 07:00:00
2650,15,31.233,2022-04-24 10:00:00
1093,16,26.767,2022-02-18 13:00:00
5396,11,23.683,2022-08-16 20:00:00
6556,0,27.7,2022-10-04 04:00:00
6334,18,26.033,2022-09-24 22:00:00
203,12,23.7,2022-01-12 11:00:00
4357,22,9.4,2022-07-04 13:00:00
3523,16,31.6,2022-05-30 19:00:00
837,0,22.0,2022-02-07 21:00:00
3857,2,25.933,2022-06-13 17:00:00
1230,9,21.1,2022-02-24 06:00:00
6495,11,12.133,2022-10-01 15:00:00
1609,4,24.7,2022-03-12 01:00:00
4168,1,8.7,2022-06-26 16:00:00
3704,5,26.433,2022-06-07 08:00:00
5166,21,22.92,2022-08-07 06:00:00
4163,20,8.0,2022-06-26 11:00:00
2847,22,8.133,2022-05-02 15:00:00
4773,6,24.0,2022-07-21 21:00:00
2818,17,10.4,2022-05-01 10:00:00
2753,22,8.967,2022-04-28 17:00:00
657,12,5.633,2022-01-31 09:00:00
790,1,10.333,2022-02-05 22:00:00
3882,3,25.567,2022-06-14 18:00:00
3961,10,10.8,2022-06-18 01:00:00
1359,18,30.6,2022-03-01 15:00:00
6575,19,25.9,2022-10-04 23:00:00
4506,3,22.6,2022-07-10 18:00:00
3771,15,23.65,2022-06-10 03:00:00
5055,6,25.283,2022-08-02 15:00:00
5820,3,26.78,2022-09-03 12:00:00
2410,15,31.367,2022-04-14 10:00:00
4857,18,25.0,2022-07-25 09:00:00
5091,18,10.467,2022-08-04 03:00:00
2879,6,27.9,2022-05-03 23:00:00
6206,10,23.417,2022-09-19 14:00:00
1780,7,17.1,2022-03-19 04:00:00
2789,12,9.967,2022-04-30 05:00:00
803,14,8.7,2022-02-06 11:00:00
857,20,25.05,2022-02-08 17:00:00
3464,15,28.0,2022-05-28 08:00:00
3017,0,19.233,2022-05-09 17:00:00
4695,0,18.34,2022-07-18 15:00:00
219,4,18.233,2022-01-13 03:00:00
1288,19,25.233,2022-02-26 16:00:00
582,9,15.3,2022-01-28 06:00:00
43,20,16.033,2022-01-05 19:00:00
1234,13,26.9,2022-02-24 10:00:00
6202,6,23.82,2022-09-19 10:00:00
6458,22,23.25,2022-09-30 02:00:00
1892,23,27.033,2022-03-23 20:00:00
5833,16,27.929,2022-09-04 01:00:00
4647,0,22.03,2022-07-16 15:00:00
5513,8,22.533,2022-08-21 17:00:00
1071,18,25.95,2022-02-17 15:00:00
718,1,13.833,2022-02-02 22:00:00
1505,20,28.2,2022-03-07 17:00:00
670,1,20.475,2022-01-31 22:00:00
5331,18,24.933,2022-08-14 03:00:00
3585,6,25.533,2022-06-02 09:00:00
897,12,24.85,2022-02-10 09:00:00
5365,4,23.4,2022-08-15 13:00:00
5491,10,23.433,2022-08-20 19:00:00
3651,16,29.367,2022-06-05 03:00:00
5507,2,22.96,2022-08-21 11:00:00
5322,9,23.9,2022-08-13 18:00:00
4629,6,24.44,2022-07-15 21:00:00
4428,21,21.7,2022-07-07 12:00:00
5660,11,25.617,2022-08-27 20:00:00
3218,9,26.4,2022-05-18 02:00:00
5080,7,25.28,2022-08-03 16:00:00
1874,5,28.05,2022-03-23 02:00:00
1769,20,29.95,2022-03-18 17:00:00
5340,3,23.7,2022-08-14 12:00:00
2644,9,25.333,2022-04-24 04:00:00
1983,20,31.3,2022-03-27 15:00:00
3893,14,11.533,2022-06-15 05:00:00
5074,1,22.05,2022-08-03 10:00:00
2689,6,28.6,2022-04-26 01:00:00
2163,8,23.767,2022-04-04 03:00:00
731,14,9.333,2022-02-03 11:00:00
5564,11,24.9,2022-08-23 20:00:00
3524,17,31.833,2022-05-30 20:00:00
5372,11,22.98,2022-08-15 20:00:00
1255,10,22.133,2022-02-25 07:00:00
2104,21,29.633,2022-04-01 16:00:00
3113,0,27.333,2022-05-13 17:00:00
3783,3,25.6,2022-06-10 15:00:00
898,13,25.167,2022-02-10 10:00:00
428,21,13.967,2022-01-21 20:00:00
4594,19,19.486,2022-07-14 10:00:00
2505,14,29.633,2022-04-18 09:00:00
6171,23,21.533,2022-09-18 03:00:00
6033,5,8.65,2022-09-12 09:00:00
1222,1,23.6,2022-02-23 22:00:00
3749,17,29.5,2022-06-09 05:00:00
3592,13,11.4,2022-06-02 16:00:00
4306,19,23.233,2022-07-02 10:00:00
5608,7,24.6,2022-08-25 16:00:00
1096,19,17.4,2022-02-18 16:00:00
2072,13,30.05,2022-03-31 08:00:00
6020,16,10.467,2022-09-11 20:00:00
6272,4,23.6,2022-09-22 08:00:00
5624,23,26.8,2022-08-26 08:00:00
1788,15,16.133,2022-03-19 12:00:00
4828,13,23.58,2022-07-24 04:00:00
3931,4,25.267,2022-06-16 19:00:00
2802,1,6.733,2022-04-30 18:00:00
192,1,21.25,2022-01-12 00:00:00
4056,9,10.367,2022-06-22 00:00:00
1126,1,22.3,2022-02-19 22:00:00
5380,19,23.18,2022-08-16 04:00:00
2345,22,28.933,2022-04-11 17:00:00
6656,4,25.7,2022-10-08 08:00:00
304,17,17.4,2022-01-16 16:00:00
3358,5,25.3,2022-05-23 22:00:00
1292,23,25.133,2022-02-26 20:00:00
70,23,12.467,2022-01-06 22:00:00
2453,10,26.667,2022-04-16 05:00:00
6068,16,8.95,2022-09-13 20:00:00
5228,11,24.44,2022-08-09 20:00:00
831,18,25.967,2022-02-07 15:00:00
6622,18,27.267,2022-10-06 22:00:00
1456,19,28.0,2022-03-05 16:00:00
4764,21,9.6,2022-07-21 12:00:00
238,23,22.4,2022-01-13 22:00:00
92,21,8.167,2022-01-07 20:00:00
2388,17,33.7,2022-04-13 12:00:00
4957,4,25.72,2022-07-29 13:00:00
2699,16,35.367,2022-04-26 11:00:00
3347,18,9.933,2022-05-23 11:00:00
4013,14,10.367,2022-06-20 05:00:00
5786,17,31.383,2022-09-02 02:00:00
5937,5,27.186,2022-09-08 09:00:00
1001,20,11.567,2022-02-14 17:00:00
6646,18,28.333,2022-10-07 22:00:00
3263,6,26.333,2022-05-19 23:00:00
4457,2,23.6,2022-07-08 17:00:00
1532,23,27.8,2022-03-08 20:00:00
4094,23,8.667,2022-06-23 14:00:00
411,4,20.45,2022-01-21 03:00:00
3220,11,27.6,2022-05-18 04:00:00
6403,15,28.033,2022-09-27 19:00:00
3288,7,24.133,2022-05-21 00:00:00
4060,13,10.467,2022-06-22 04:00:00
2521,6,24.9,2022-04-19 01:00:00
6081,5,24.183,2022-09-14 09:00:00
5075,2,23.867,2022-08-03 11:00:00
2337,14,13.933,2022-04-11 09:00:00
633,12,6.3,2022-01-30 09:00:00
498,19,15.667,2022-01-24 18:00:00
5290,1,24.833,2022-08-12 10:00:00
720,3,19.1,2022-02-03 00:00:00
4479,0,25.067,2022-07-09 15:00:00
757,16,9.833,2022-02-04 13:00:00
6568,12,25.7,2022-10-04 16:00:00
4746,3,23.7,2022-07-20 18:00:00
3933,6,25.767,2022-06-16 21:00:00
3841,10,25.133,2022-06-13 01:00:00
3074,9,27.467,2022-05-12 02:00:00
596,23,17.8,2022-01-28 20:00:00
3551,20,13.65,2022-05-31 23:00:00
1068,15,26.0,2022-02-17 12:00:00
1942,3,27.8,2022-03-25 22:00:00
1647,18,27.667,2022-03-13 15:00:00
2728,21,10.667,2022-04-27 16:00:00
1700,23,26.675,2022-03-15 20:00:00
5345,8,22.6,2022-08-14 17:00:00
3528,21,29.767,2022-05-31 00:00:00
86,15,12.433,2022-01-07 14:00:00
2402,7,26.467,2022-04-14 02:00:00
3691,16,29.367,2022-06-06 19:00:00
1029,0,23.6,2022-02-15 21:00:00
4952,23,27.667,2022-07-29 08:00:00
4453,22,23.467,2022-07-08 13:00:00
2144,13,30.2,2022-04-03 08:00:00
4161,18,8.433,2022-06-26 09:00:00
1200,3,23.6,2022-02-23 00:00:00
2025,14,31.367,2022-03-29 09:00:00
621,0,19.333,2022-01-29 21:00:00
6061,9,8.45,2022-09-13 13:00:00
566,17,22.367,2022-01-27 14:00:00
1837,16,34.65,2022-03-21 13:00:00
1334,17,11.825,2022-02-28 14:00:00
2929,8,26.5,2022-05-06 01:00:00
6347,7,25.083,2022-09-25 11:00:00
2099,16,33.6,2022-04-01 11:00:00
4504,1,22.45,2022-07-10 16:00:00
2347,0,28.1,2022-04-11 19:00:00
4638,15,24.12,2022-07-16 06:00:00
1688,11,24.2,2022-03-15 08:00:00
745,4,20.733,2022-02-04 01:00:00
2187,8,24.033,2022-04-05 03:00:00
195,4,20.7,2022-01-12 03:00:00
6338,22,24.517,2022-09-25 02:00:00
6049,21,8.417,2022-09-13 01:00:00
4381,22,22.067,2022-07-05 13:00:00
802,13,7.95,2022-02-06 10:00:00
4034,11,10.7,2022-06-21 02:00:00
5934,2,27.9,2022-09-08 06:00:00
3970,19,24.567,2022-06-18 10:00:00
5146,1,22.129,2022-08-06 10:00:00
644,23,19.467,2022-01-30 20:00:00
5890,6,26.843,2022-09-06 10:00:00
4991,14,26.0,2022-07-30 23:00:00
4254,15,24.0,2022-06-30 06:00:00
4620,21,24.7,2022-07-15 12:00:00
120,1,23.5,2022-01-09 00:00:00
1777,4,25.75,2022-03-19 01:00:00
3063,22,27.3,2022-05-11 15:00:00
5355,18,22.133,2022-08-15 03:00:00
2135,4,25.567,2022-04-02 23:00:00
2915,18,28.033,2022-05-05 11:00:00
5008,7,24.717,2022-07-31 16:00:00
134,15,12.8,2022-01-09 14:00:00
5884,0,27.533,2022-09-06 04:00:00
4336,1,23.642,2022-07-03 16:00:00
3852,21,26.7,2022-06-13 12:00:00
62,15,26.0,2022-01-06 14:00:00
5809,16,27.6,2022-09-03 01:00:00
6336,20,25.25,2022-09-25 00:00:00
3105,16,32.8,2022-05-13 09:00:00
3520,13,29.5,2022-05-30 16:00:00
679,10,18.5,2022-02-01 07:00:00
4597,22,16.98,2022-07-14 13:00:00
741,0,15.533,2022-02-03 21:00:00
1211,14,28.8,2022-02-23 11:00:00
2170,15,32.3,2022-04-04 10:00:00
3290,9,23.833,2022-05-21 02:00:00
4993,16,26.44,2022-07-31 01:00:00
567,18,21.833,2022-01-27 15:00:00
1873,4,28.433,2022-03-23 01:00:00
5217,0,22.45,2022-08-09 09:00:00
1717,16,30.35,2022-03-16 13:00:00
1392,3,22.65,2022-03-03 00:00:00
5001,0,24.683,2022-07-31 09:00:00
2510,19,31.333,2022-04-18 14:00:00
489,10,11.3,2022-01-24 09:00:00
3578,23,8.45,2022-06-02 02:00:00
690,21,16.033,2022-02-01 18:00:00
4253,14,23.833,2022-06-30 05:00:00
602,5,18.05,2022-01-29 02:00:00
1911,18,27.1,2022-03-24 15:00:00
5678,5,26.2,2022-08-28 14:00:00
3964,13,11.2,2022-06-18 04:00:00
4713,18,14.775,2022-07-19 09:00:00
1187,14,28.967,2022-02-22 11:00:00
274,11,22.9,2022-01-15 10:00:00
3539,8,20.967,2022-05-31 11:00:00
1361,20,28.9,2022-03-01 17:00:00
6644,16,28.76,2022-10-07 20:00:00
1526,17,29.467,2022-03-08 14:00:00
2955,10,9.633,2022-05-07 03:00:00
2691,8,10.467,2022-04-26 03:00:00
3982,7,20.633,2022-06-18 22:00:00
2865,16,34.867,2022-05-03 09:00:00
2855,6,26.6,2022-05-02 23:00:00
6271,3,23.586,2022-09-22 07:00:00
4424,17,21.9,2022-07-07 08:00:00
945,12,22.95,2022-02-12 09:00:00
5241,0,24.317,2022-08-10 09:00:00
2250,23,29.4,2022-04-07 18:00:00
6151,3,22.871,2022-09-17 07:00:00
3095,6,26.933,2022-05-12 23:00:00
5674,1,25.783,2022-08-28 10:00:00
2346,23,28.2,2022-04-11 18:00:00
68,21,12.267,2022-01-06 20:00:00
4879,16,15.85,2022-07-26 07:00:00
6012,8,10.65,2022-09-11 12:00:00
1598,17,25.4,2022-03-11 14:00:00
2952,7,10.867,2022-05-07 00:00:00
3703,4,26.567,2022-06-07 07:00:00
5332,19,24.817,2022-08-14 04:00:00
1503,18,30.3,2022-03-07 15:00:00
2570,7,17.6,2022-04-21 02:00:00
150,7,21.85,2022-01-10 06:00:00
4619,20,24.571,2022-07-15 11:00:00
2086,3,27.5,2022-03-31 22:00:00
6075,23,24.15,2022-09-14 03:00:00
2259,8,11.533,2022-04-08 03:00:00
6094,18,25.7,2022-09-14 22:00:00
3880,1,25.1,2022-06-14 16:00:00
2526,11,29.033,2022-04-19 06:00:00
859,22,23.633,2022-02-08 19:00:00
6671,19,27.35,2022-10-08 23:00:00
5356,19,22.033,2022-08-15 04:00:00
4292,5,24.9,2022-07-01 20:00:00
366,7,19.6,2022-01-19 06:00:00
1432,19,27.675,2022-03-04 16:00:00
4657,10,15.85,2022-07-17 01:00:00
1779,6,25.2,2022-03-19 03:00:00
3994,19,10.5,2022-06-19 10:00:00
2906,9,9.65,2022-05-05 02:00:00
1818,21,31.033,2022-03-20 18:00:00
5420,11,24.24,2022-08-17 20:00:00
841,4,19.9,2022-02-08 01:00:00
1189,16,30.567,2022-02-22 13:00:00
175,8,21.3,2022-01-11 07:00:00
3286,5,24.933,2022-05-20 22:00:00
4290,3,25.0,2022-07-01 18:00:00
2093,10,27.133,2022-04-01 05:00:00
4155,12,9.133,2022-06-26 03:00:00
3639,4,25.2,2022-06-04 15:00:00
3312,7,10.167,2022-05-22 00:00:00
1030,1,22.933,2022-02-15 22:00:00
2815,14,11.367,2022-05-01 07:00:00
300,13,17.133,2022-01-16 12:00:00
1472,11,10.067,2022-03-06 08:00:00
283,20,23.867,2022-01-15 19:00:00
4077,6,9.033,2022-06-22 21:00:00
3109,20,29.833,2022-05-13 13:00:00
5285,20,25.817,2022-08-12 05:00:00
1813,16,24.833,2022-03-20 13:00:00
1271,2,24.5,2022-02-25 23:00:00
4848,9,9.333,2022-07-25 00:00:00
3641,6,25.4,2022-06-04 17:00:00
4690,19,10.04,2022-07-18 10:00:00
2313,14,14.133,2022-04-10 09:00:00
2008,21,10.0,2022-03-28 16:00:00
3892,13,11.1,2022-06-15 04:00:00
5174,5,24.367,2022-08-07 14:00:00
6073,21,24.16,2022-09-14 01:00:00
3383,6,26.467,2022-05-24 23:00:00
2850,1,22.6,2022-05-02 18:00:00
99,4,23.95,2022-01-08 03:00:00
6593,13,25.867,2022-10-05 17:00:00
744,3,17.9,2022-02-04 00:00:00
6169,21,21.817,2022-09-18 01:00:00
480,1,25.9,2022-01-24 00:00:00
4397,14,21.2,2022-07-06 05:00:00
6481,21,27.3,2022-10-01 01:00:00
4696,1,20.567,2022-07-18 16:00:00
1157,8,21.167,2022-02-21 05:00:00
1437,0,24.65,2022-03-04 21:00:00
2414,19,17.933,2022-04-14 14:00:00
3650,15,28.733,2022-06-05 02:00:00
402,19,9.233,2022-01-20 18:00:00
2195,16,15.367,2022-04-05 11:00:00
949,16,26.467,2022-02-12 13:00:00
2067,8,24.967,2022-03-31 03:00:00
2886,13,32.55,2022-05-04 06:00:00
4652,5,17.62,2022-07-16 20:00:00
668,23,10.65,2022-01-31 20:00:00
218,3,18.733,2022-01-13 02:00:00
1962,23,27.567,2022-03-26 18:00:00
2680,21,30.7,2022-04-25 16:00:00
3131,18,29.933,2022-05-14 11:00:00
2213,10,26.0,2022-04-06 05:00:00
5942,10,27.983,2022-09-08 14:00:00
2787,10,8.333,2022-04-30 03:00:00
4450,19,22.467,2022-07-08 10:00:00
4404,21,21.783,2022-07-06 12:00:00
2145,14,31.367,2022-04-03 09:00:00
777,12,9.167,2022-02-05 09:00:00
5780,11,29.667,2022-09-01 20:00:00
4310,23,22.3,2022-07-02 14:00:00
3477,4,24.867,2022-05-28 21:00:00
3955,4,28.3,2022-06-17 19:00:00
1491,6,24.6,2022-03-07 03:00:00
2598,11,27.7,2022-04-22 06:00:00
2550,11,25.4,2022-04-20 06:00:00
6166,18,22.1,2022-09-17 22:00:00
4985,8,24.5,2022-07-30 17:00:00
3573,18,9.433,2022-06-01 21:00:00
517,14,23.45,2022-01-25 13:00:00
5357,20,22.3,2022-08-15 05:00:00
2893,20,33.967,2022-05-04 13:00:00
3405,4,25.7,2022-05-25 21:00:00
4557,6,9.25,2022-07-12 21:00:00
6499,15,12.633,2022-10-01 19:00:00
4053,6,25.033,2022-06-21 21:00:00
3307,2,26.033,2022-05-21 19:00:00
568,19,15.1,2022-01-27 16:00:00
360,1,19.667,2022-01-19 00:00:00
4325,14,24.067,2022-07-03 05:00:00
2900,3,29.533,2022-05-04 20:00:00
3567,12,10.833,2022-06-01 15:00:00
759,18,7.5,2022-02-04 15:00:00
3196,11,28.3,2022-05-17 04:00:00
6268,0,23.217,2022-09-22 04:00:00
5410,1,24.033,2022-08-17 10:00:00
4335,0,23.167,2022-07-03 15:00:00
214,23,20.3,2022-01-12 22:00:00
3628,17,10.8,2022-06-04 04:00:00
3413,12,11.767,2022-05-26 05:00:00
4165,22,8.0,2022-06-26 13:00:00
3944,17,31.8,2022-06-17 08:00:00
6035,7,8.65,2022-09-12 11:00:00
3751,19,27.9,2022-06-09 07:00:00
2244,17,14.7,2022-04-07 12:00:00
725,8,11.0,2022-02-03 05:00:00
4864,1,24.233,2022-07-25 16:00:00
49,2,25.5,2022-01-06 01:00:00
5218,1,23.05,2022-08-09 10:00:00
887,2,21.9,2022-02-09 23:00:00
5830,13,27.233,2022-09-03 22:00:00
4587,12,15.317,2022-07-14 03:00:00
516,13,22.233,2022-01-25 12:00:00
2859,10,28.8,2022-05-03 03:00:00
139,20,25.033,2022-01-09 19:00:00
2673,14,31.267,2022-04-25 09:00:00
6110,10,24.65,2022-09-15 14:00:00
3025,8,26.333,2022-05-10 01:00:00
3114,1,27.5,2022-05-13 18:00:00
463,8,16.45,2022-01-23 07:00:00
4088,17,9.1,2022-06-23 08:00:00
3832,1,24.7,2022-06-12 16:00:00
594,21,13.767,2022-01-28 18:00:00
450,19,24.433,2022-01-22 18:00:00
3357,4,25.167,2022-05-23 21:00:00
4256,17,23.767,2022-06-30 08:00:00
312,1,24.633,2022-01-17 00:00:00
3395,18,25.033,2022-05-25 11:00:00
5862,2,26.95,2022-09-05 06:00:00
4477,22,23.78,2022-07-09 13:00:00
451,20,23.933,2022-01-22 19:00:00
5383,22,22.733,2022-08-16 07:00:00
890,5,20.6,2022-02-10 02:00:00
6114,14,11.75,2022-09-15 18:00:00
1506,21,27.45,2022-03-07 18:00:00
2759,4,27.75,2022-04-28 23:00:00
6239,19,22.717,2022-09-20 23:00:00
999,18,7.9,2022-02-14 15:00:00
389,6,19.233,2022-01-20 05:00:00
2330,7,20.8,2022-04-11 02:00:00
1476,15,15.5,2022-03-06 12:00:00
2240,13,21.75,2022-04-07 08:00:00
6534,2,25.74,2022-10-03 06:00:00
6044,16,9.45,2022-09-12 20:00:00
5561,8,24.2,2022-08-23 17:00:00
5670,21,25.683,2022-08-28 06:00:00
1923,6,26.5,2022-03-25 03:00:00
758,17,9.067,2022-02-04 14:00:00
3491,8,9.167,2022-05-29 11:00:00
5832,15,27.633,2022-09-04 00:00:00
1293,0,24.9,2022-02-26 21:00:00
5874,14,28.617,2022-09-05 18:00:00
5577,0,24.88,2022-08-24 09:00:00
1907,14,12.3,2022-03-24 11:00:00
5720,23,27.12,2022-08-30 08:00:00
5059,10,10.467,2022-08-02 19:00:00
368,9,25.067,2022-01-19 08:00:00
1937,22,29.1,2022-03-25 17:00:00
1151,2,22.933,2022-02-20 23:00:00
4216,1,22.0,2022-06-28 16:00:00
6600,20,24.983,2022-10-06 00:00:00
6565,9,24.483,2022-10-04 13:00:00
191,0,21.433,2022-01-11 23:00:00
4228,13,23.833,2022-06-29 04:00:00
3353,0,19.233,2022-05-23 17:00:00
174,7,21.5,2022-01-11 06:00:00
6099,23,22.817,2022-09-15 03:00:00
1099,22,11.767,2022-02-18 19:00:00
5532,3,23.617,2022-08-22 12:00:00
6566,10,24.314,2022-10-04 14:00:00
2292,17,13.9,2022-04-09 12:00:00
5803,10,25.467,2022-09-02 19:00:00
6492,8,10.567,2022-10-01 12:00:00
4932,3,24.867,2022-07-28 12:00:00
3176,15,30.1,2022-05-16 08:00:00
1164,15,27.633,2022-02-21 12:00:00
5868,8,26.7,2022-09-05 12:00:00
6106,6,24.086,2022-09-15 10:00:00
2618,7,9.467,2022-04-23 02:00:00
4962,9,24.5,2022-07-29 18:00:00
4709,14,9.867,2022-07-19 05:00:00
1661,8,22.5,2022-03-14 05:00:00
508,5,21.0,2022-01-25 04:00:00
166,23,18.867,2022-01-10 22:00:00
2887,14,33.433,2022-05-04 07:00:00
5738,17,29.2,2022-08-31 02:00:00
5818,1,27.0,2022-09-03 10:00:00
6502,18,16.5,2022-10-01 22:00:00
103,8,15.4,2022-01-08 07:00:00
3011,18,11.067,2022-05-09 11:00:00
3950,23,25.833,2022-06-17 14:00:00
4072,1,9.033,2022-06-22 16:00:00
3382,5,26.8,2022-05-24 22:00:00
1752,3,25.333,2022-03-18 00:00:00
5951,19,15.7,2022-09-08 23:00:00
3378,1,27.9,2022-05-24 18:00:00
1658,5,23.267,2022-03-14 02:00:00
152,9,18.2,2022-01-10 08:00:00
3433,8,24.067,2022-05-27 01:00:00
2483,16,14.1,2022-04-17 11:00:00
1583,2,25.425,2022-03-10 23:00:00
2552,13,28.033,2022-04-20 08:00:00
6048,20,8.62,2022-09-13 00:00:00
4407,0,21.871,2022-07-06 15:00:00
5793,0,23.54,2022-09-02 09:00:00
3513,6,25.2,2022-05-30 09:00:00
2209,6,26.133,2022-04-06 01:00:00
3295,14,28.667,2022-05-21 07:00:00
3896,17,10.767,2022-06-15 08:00:00
1822,1,28.5,2022-03-20 22:00:00
5140,19,24.067,2022-08-06 04:00:00
3866,11,10.7,2022-06-14 02:00:00
309,22,15.8,2022-01-16 21:00:00
212,21,21.55,2022-01-12 20:00:00
5402,17,24.686,2022-08-17 02:00:00
3849,18,28.0,2022-06-13 09:00:00
3203,18,32.767,2022-05-17 11:00:00
495,16,12.133,2022-01-24 15:00:00
205,14,24.8,2022-01-12 13:00:00
1434,21,26.467,2022-03-04 18:00:00
1135,10,21.333,2022-02-20 07:00:00
2584,21,27.55,2022-04-21 16:00:00
868,7,18.567,2022-02-09 04:00:00
305,18,16.033,2022-01-16 17:00:00
1849,4,27.533,2022-03-22 01:00:00
2781,4,20.4,2022-04-29 21:00:00
1988,1,28.675,2022-03-27 20:00:00
5835,18,27.74,2022-09-04 03:00:00
1534,1,26.5,2022-03-08 22:00:00
843,6,18.767,2022-02-08 03:00:00
1987,0,28.833,2022-03-27 19:00:00
3688,13,27.533,2022-06-06 16:00:00
4467,12,9.56,2022-07-09 03:00:00
3163,2,26.833,2022-05-15 19:00:00
3958,7,21.833,2022-06-17 22:00:00
1538,5,24.633,2022-03-09 02:00:00
211,20,22.3,2022-01-12 19:00:00
1957,18,32.267,2022-03-26 13:00:00
4350,15,10.2,2022-07-04 06:00:00
4152,9,9.067,2022-06-26 00:00:00
2905,8,9.32,2022-05-05 01:00:00
3375,22,29.5,2022-05-24 15:00:00
