DAYTON_MW,hour,dayofweek,month,day,is_weekend,lag_1,lag_24,lag_168,rolling_mean_24,rolling_mean_168
25.3,11,4,2,11,0,23.9,25.9,9.45,19.141625,16.545250000000003
26.333,12,4,2,11,0,25.3,26.3,9.833,19.116625,16.639595238095236
27.033,13,4,2,11,0,26.333,21.033,9.833,19.118,16.737809523809524
26.867,14,4,2,11,0,27.033,9.4,9.067,19.368,16.840190476190475
26.2,15,4,2,11,0,26.867,8.767,7.5,20.095791666666667,16.94614285714286
25.233,16,4,2,11,0,26.2,12.267,9.7,20.822166666666668,17.05745238095238
24.55,17,4,2,11,0,25.233,8.733,10.767,21.362416666666665,17.149910714285713
23.867,18,4,2,11,0,24.55,14.1,10.433,22.02145833333333,17.23195238095238
23.1,19,4,2,11,0,23.867,8.367,10.267,22.428416666666667,17.31191666666667
22.567,20,4,2,11,0,23.1,17.233,15.6,23.042291666666667,17.388303571428573
22.367,21,4,2,11,0,22.567,22.8,14.633,23.264541666666663,17.42977380952381
21.967,22,4,2,11,0,22.367,24.45,14.067,23.2465,17.475809523809524
21.55,23,4,2,11,0,21.967,24.133,13.167,23.143041666666665,17.522833333333335
21.067,0,5,2,12,1,21.55,23.3,28.2,23.035416666666666,17.57273214285714
20.7,1,5,2,12,1,21.067,22.433,30.1,22.942375,17.53027380952381
20.367,2,5,2,12,1,20.7,21.8,30.9,22.870166666666666,17.474321428571425
20.0,3,5,2,12,1,20.367,21.2,31.1,22.810458333333333,17.411624999999997
19.6,4,5,2,12,1,20.0,20.033,14.5,22.760458333333332,17.34555357142857
19.6,5,5,2,12,1,19.6,19.433,15.2,22.742416666666667,17.375910714285713
19.867,6,5,2,12,1,19.6,19.567,7.033,22.749375,17.40210119047619
20.6,7,5,2,12,1,19.867,20.2,7.433,22.761875,17.478494047619048
21.7,8,5,2,12,1,20.6,21.4,8.333,22.77854166666667,17.55686904761905
22.95,9,5,2,12,1,21.7,22.65,9.167,22.79104166666667,17.636434523809527
24.15,10,5,2,12,1,22.95,23.9,9.575,22.803541666666664,17.718476190476192
25.267,11,5,2,12,1,24.15,25.3,10.15,22.813958333333332,17.805232142857143
26.133,12,5,2,12,1,25.267,26.333,10.567,22.812583333333336,17.895214285714285
26.467,13,5,2,12,1,26.133,27.033,10.133,22.80425,17.987869047619046
25.967,14,5,2,12,1,26.467,26.867,9.167,22.780666666666672,18.08509523809524
25.25,15,5,2,12,1,25.967,26.2,8.233,22.743166666666667,18.185095238095236
24.433,16,5,2,12,1,25.25,25.233,8.3,22.703583333333338,18.286386904761905
23.433,17,5,2,12,1,24.433,24.55,8.5,22.67025,18.382416666666668
22.7,18,5,2,12,1,23.433,23.867,8.067,22.623708333333337,18.47130357142857
22.1,19,5,2,12,1,22.7,23.1,11.167,22.57508333333333,18.558404761904765
21.75,20,5,2,12,1,22.1,22.567,8.35,22.533416666666668,18.623482142857142
21.667,21,5,2,12,1,21.75,22.367,14.9,22.499375,18.703244047619048
21.4,22,5,2,12,1,21.667,21.967,10.333,22.470208333333332,18.743523809523808
21.1,23,5,2,12,1,21.4,21.55,10.367,22.446583333333333,18.80939880952381
20.7,0,6,2,13,1,21.1,21.067,14.333,22.427833333333336,18.873285714285714
20.45,1,6,2,13,1,20.7,20.7,13.5,22.41254166666667,18.91118452380952
20.2,2,6,2,13,1,20.45,20.367,13.867,22.402124999999998,18.95255357142857
19.8,3,6,2,13,1,20.2,20.0,18.267,22.395166666666668,18.99025
19.533,4,6,2,13,1,19.8,19.6,15.0,22.386833333333332,18.999375
19.533,5,6,2,13,1,19.533,19.6,11.5,22.384041666666665,19.026357142857144
19.8,6,6,2,13,1,19.533,19.867,7.0,22.381249999999998,19.07417261904762
20.35,7,6,2,13,1,19.8,20.6,6.325,22.37845833333333,19.150363095238095
21.133,8,6,2,13,1,20.35,21.7,6.6,22.368041666666667,19.23384523809524
22.2,9,6,2,13,1,21.133,22.95,7.333,22.34441666666667,19.32035119047619
23.2,10,6,2,13,1,22.2,24.15,7.95,22.313166666666664,19.40884523809524
24.2,11,6,2,13,1,23.2,25.267,8.7,22.273583333333335,19.499619047619046
24.85,12,6,2,13,1,24.2,26.133,9.2,22.229125,19.591880952380954
25.567,13,6,2,13,1,24.85,26.467,8.967,22.175666666666668,19.685035714285714
25.667,14,6,2,13,1,25.567,25.967,8.7,22.138166666666667,19.78384523809524
25.233,15,6,2,13,1,25.667,25.25,8.067,22.12566666666667,19.884839285714285
24.3,16,6,2,13,1,25.233,24.433,7.9,22.124958333333336,19.987017857142856
23.65,17,6,2,13,1,24.3,23.433,11.467,22.119416666666666,20.084636904761904
23.0,18,6,2,13,1,23.65,22.7,7.4,22.128458333333338,20.157154761904764
22.2,19,6,2,13,1,23.0,22.1,11.367,22.140958333333334,20.250011904761905
21.7,20,6,2,13,1,22.2,21.75,16.2,22.145125000000004,20.314494047619046
21.533,21,6,2,13,1,21.7,21.667,18.5,22.143041666666665,20.347232142857145
21.35,22,6,2,13,1,21.533,21.4,12.7,22.13745833333333,20.365285714285715
21.133,23,6,2,13,1,21.35,21.1,14.867,22.135375,20.41677380952381
20.8,0,0,2,14,0,21.133,20.7,19.9,22.136750000000003,20.454071428571428
20.533,1,0,2,14,0,20.8,20.45,14.0,22.14091666666667,20.45942857142857
20.25,2,0,2,14,0,20.533,20.2,14.767,22.144375,20.498315476190477
20.1,3,0,2,14,0,20.25,19.8,15.833,22.14645833333333,20.53095238095238
19.733,4,0,2,14,0,20.1,19.533,17.8,22.158958333333334,20.556351190476192
19.7,5,0,2,14,0,19.733,19.533,10.9,22.167291666666667,20.56785714285714
19.8,6,0,2,14,0,19.7,19.8,7.95,22.17425,20.620238095238097
20.2,7,0,2,14,0,19.8,20.35,7.167,22.17425,20.690773809523808
20.95,8,0,2,14,0,20.2,21.133,7.2,22.168000000000003,20.768351190476192
21.933,9,0,2,14,0,20.95,22.2,8.067,22.160375000000002,20.85019642857143
22.867,10,0,2,14,0,21.933,23.2,8.5,22.14925,20.932732142857144
23.867,11,0,2,14,0,22.867,24.2,8.867,22.135375,21.018250000000002
24.8,12,0,2,14,0,23.867,24.85,8.967,22.1215,21.107535714285714
25.5,13,0,2,14,0,24.8,25.567,17.367,22.119416666666666,21.20177976190476
17.3,14,0,2,14,0,25.5,25.667,26.25,22.116625,21.250190476190475
7.9,15,0,2,14,0,17.3,25.233,25.967,21.768,21.19691666666667
11.1,16,0,2,14,0,7.9,24.3,25.033,21.045791666666666,21.089375
11.567,17,0,2,14,0,11.1,23.65,24.4,20.495791666666666,21.006440476190477
14.2,18,0,2,14,0,11.567,23.0,23.467,19.992333333333335,20.930053571428573
14.667,19,0,2,14,0,14.2,22.2,22.7,19.625666666666667,20.874892857142857
15.233,20,0,2,14,0,14.667,21.7,22.25,19.311791666666668,20.82707738095238
26.833,21,0,2,14,0,15.233,21.533,22.0,19.042333333333335,20.785309523809524
25.833,22,0,2,14,0,26.833,21.35,21.6,19.263166666666667,20.814077380952384
24.133,23,0,2,14,0,25.833,21.133,21.0,19.44995833333333,20.83927380952381
22.9,0,1,2,15,0,24.133,20.8,20.433,19.574958333333335,20.85792261904762
22.033,1,1,2,15,0,22.9,20.533,19.9,19.662458333333333,20.872607142857145
21.3,2,1,2,15,0,22.033,20.25,19.3,19.724958333333333,20.885303571428572
20.7,3,1,2,15,0,21.3,20.1,18.767,19.768708333333333,20.89720833333333
20.233,4,1,2,15,0,20.7,19.733,18.3,19.793708333333335,20.908714285714286
20.05,5,1,2,15,0,20.233,19.7,18.2,19.814541666666667,20.920220238095236
20.3,6,1,2,15,0,20.05,19.8,18.633,19.829125,20.931232142857144
21.0,7,1,2,15,0,20.3,20.2,19.567,19.849958333333333,20.941154761904762
22.1,8,1,2,15,0,21.0,20.95,20.733,19.883291666666665,20.949684523809523
23.467,9,1,2,15,0,22.1,21.933,22.3,19.931208333333334,20.957821428571428
24.867,10,1,2,15,0,23.467,22.867,23.4,19.995124999999998,20.964767857142856
26.267,11,1,2,15,0,24.867,23.867,24.733,20.078458333333334,20.973499999999998
27.3,12,1,2,15,0,26.267,24.8,25.9,20.178458333333335,20.982630952380955
27.95,13,1,2,15,0,27.3,25.5,26.733,20.282625,20.990964285714284
28.4,14,1,2,15,0,27.95,17.3,26.933,20.384708333333332,20.998208333333334
28.05,15,1,2,15,0,28.4,7.9,26.633,20.84720833333333,21.006940476190476
27.35,16,1,2,15,0,28.05,11.1,25.833,21.686791666666668,21.015375
26.6,17,1,2,15,0,27.35,11.567,25.05,22.363874999999997,21.024404761904762
25.7,18,1,2,15,0,26.6,14.2,24.367,22.99025,21.03363095238095
24.867,19,1,2,15,0,25.7,14.667,23.633,23.46941666666667,21.041565476190478
24.2,20,1,2,15,0,24.867,15.233,22.867,23.894416666666668,21.04891071428571
23.6,21,1,2,15,0,24.2,26.833,22.167,24.268041666666665,21.05684523809524
22.933,22,1,2,15,0,23.6,25.833,21.6,24.133333333333336,21.065375
22.3,23,1,2,15,0,22.933,24.133,21.033,24.012500000000003,21.073309523809524
21.833,0,2,2,16,0,22.3,22.9,20.4,23.936125,21.080851190476192
21.45,1,2,2,16,0,21.833,22.033,19.9,23.891666666666666,21.08938095238095
21.1,2,2,2,16,0,21.45,21.3,19.367,23.867375,21.098607142857144
20.733,3,2,2,16,0,21.1,20.7,18.933,23.85904166666667,21.10892261904762
14.4,4,2,2,16,0,20.733,20.233,18.567,23.860416666666666,21.119636904761904
23.05,5,2,2,16,0,14.4,20.05,13.45,23.617375,21.094833333333334
23.967,6,2,2,16,0,23.05,20.3,14.733,23.742375,21.15197619047619
23.433,7,2,2,16,0,23.967,21.0,11.433,23.895166666666668,21.206940476190475
23.6,8,2,2,16,0,23.433,22.1,7.733,23.99654166666667,21.278369047619048
24.3,9,2,2,16,0,23.6,23.467,8.367,24.05904166666667,21.372815476190475
25.325,10,2,2,16,0,24.3,24.867,9.15,24.09375,21.467654761904765
26.4,11,2,2,16,0,25.325,26.267,9.4,24.112833333333338,21.563934523809525
27.133,12,2,2,16,0,26.4,27.3,10.067,24.118375,21.665125
19.25,13,2,2,16,0,27.133,27.95,19.133,24.11141666666667,21.766708333333334
9.3,14,2,2,16,0,19.25,28.4,27.233,23.74891666666667,21.76740476190476
8.733,15,2,2,16,0,9.3,28.05,27.4,22.953083333333336,21.660660714285715
8.7,16,2,2,16,0,8.733,27.35,26.3,22.14820833333333,21.549547619047615
8.333,17,2,2,16,0,8.7,26.6,25.35,21.371124999999996,21.444785714285715
11.233,18,2,2,16,0,8.333,25.7,24.567,20.610000000000003,21.34349404761905
7.933,19,2,2,16,0,11.233,24.867,23.5,20.007208333333335,21.264125
15.5,20,2,2,16,0,7.933,24.2,22.8,19.301625,21.171464285714286
21.967,21,2,2,16,0,15.5,23.6,22.567,18.939125,21.128011904761905
24.8,22,2,2,16,0,21.967,22.933,22.267,18.871083333333335,21.124440476190475
24.2,23,2,2,16,0,24.8,22.3,21.9,18.948875,21.13951785714286
23.4,0,3,2,17,0,24.2,21.833,21.533,19.028041666666667,21.153208333333332
22.6,1,3,2,17,0,23.4,21.45,21.033,19.093333333333334,21.16432142857143
21.733,2,3,2,17,0,22.6,21.1,20.6,19.14125,21.173648809523808
20.933,3,3,2,17,0,21.733,20.733,20.167,19.167625,21.180392857142856
20.0,4,3,2,17,0,20.933,14.4,19.767,19.175958333333334,21.18495238095238
19.833,5,3,2,17,0,20.0,23.05,16.0,19.409291666666665,21.186339285714286
20.133,6,3,2,17,0,19.833,23.967,15.2,19.27525,21.209154761904763
20.8,7,3,2,17,0,20.133,23.433,7.967,19.1155,21.238517857142856
22.075,8,3,2,17,0,20.8,23.6,14.633,19.005791666666667,21.314904761904764
23.1,9,3,2,17,0,22.075,24.3,24.85,18.94225,21.359202380952382
24.133,10,3,2,17,0,23.1,25.325,25.167,18.89225,21.348785714285714
25.167,11,3,2,17,0,24.133,26.4,25.9,18.842583333333334,21.342630952380954
26.0,12,3,2,17,0,25.167,27.133,26.3,18.791208333333334,21.33826785714286
26.567,13,3,2,17,0,26.0,19.25,21.033,18.744,21.336482142857143
26.533,14,3,2,17,0,26.567,9.3,9.4,19.048875,21.36942261904762
25.95,15,3,2,17,0,26.533,8.733,8.767,19.766916666666667,21.47140476190476
25.067,16,3,2,17,0,25.95,8.7,12.267,20.484291666666667,21.573684523809522
24.167,17,3,2,17,0,25.067,8.333,8.733,21.16625,21.649875
23.3,18,3,2,17,0,24.167,11.233,14.1,21.825999999999997,21.741744047619047
22.5,19,3,2,17,0,23.3,7.933,8.367,22.32879166666667,21.796505952380954
21.833,20,3,2,17,0,22.5,15.5,17.233,22.935750000000002,21.88063095238095
21.667,21,3,2,17,0,21.833,21.967,22.8,23.199625,21.908011904761906
21.333,22,3,2,17,0,21.667,24.8,24.45,23.187125000000005,21.90126785714286
20.933,23,3,2,17,0,21.333,24.2,24.133,23.042666666666666,21.882714285714286
20.6,0,4,2,18,0,20.933,23.4,23.3,22.90654166666667,21.863666666666667
20.3,1,4,2,18,0,20.6,22.6,22.433,22.789875,21.847595238095238
20.0,2,4,2,18,0,20.3,21.733,21.8,22.694041666666667,21.83489880952381
19.7,3,4,2,18,0,20.0,20.933,21.2,22.62183333333333,21.824184523809524
19.533,4,4,2,18,0,19.7,20.0,20.033,22.570458333333335,21.81525595238095
19.9,5,4,2,18,0,19.533,19.833,19.433,22.551000000000002,21.81227976190476
20.333,6,4,2,18,0,19.9,20.133,19.567,22.55379166666667,21.815059523809524
21.133,7,4,2,18,0,20.333,20.8,20.2,22.562124999999998,21.819619047619046
22.333,8,4,2,18,0,21.133,22.075,21.4,22.576000000000004,21.825172619047617
23.7,9,4,2,18,0,22.333,23.1,22.65,22.58675,21.83072619047619
24.833,10,4,2,18,0,23.7,24.133,23.9,22.61175,21.83697619047619
25.6,11,4,2,18,0,24.833,25.167,25.3,22.64091666666667,21.84252976190476
26.333,12,4,2,18,0,25.6,26.0,26.333,22.658958333333334,21.844315476190477
26.767,13,4,2,18,0,26.333,26.567,27.033,22.672833333333333,21.844315476190474
22.433,14,4,2,18,0,26.767,26.533,26.867,22.681166666666666,21.842732142857145
24.567,15,4,2,18,0,22.433,25.95,26.2,22.51033333333333,21.816339285714285
17.4,16,4,2,18,0,24.567,25.067,25.233,22.452708333333334,21.806619047619048
13.333,17,4,2,18,0,17.4,24.167,24.55,22.133250000000004,21.75999404761905
11.933,18,4,2,18,0,13.333,23.3,23.867,21.681833333333334,21.69322619047619
11.767,19,4,2,18,0,11.933,22.5,23.1,21.208208333333335,21.622190476190475
15.367,20,4,2,18,0,11.767,21.833,22.567,20.761,21.554732142857144
27.5,21,4,2,18,0,15.367,21.667,22.367,20.491583333333335,21.511875
26.6,22,4,2,18,0,27.5,21.333,21.967,20.734624999999998,21.54242857142857
25.0,23,4,2,18,0,26.6,20.933,21.55,20.954083333333333,21.570005952380956
23.9,0,5,2,19,1,25.0,20.6,21.067,21.123541666666664,21.590541666666667
22.833,1,5,2,19,1,23.9,20.3,20.7,21.261041666666667,21.60740476190476
22.1,2,5,2,19,1,22.833,20.0,20.367,21.366583333333335,21.62010119047619
21.4,3,5,2,19,1,22.1,19.7,20.0,21.454083333333333,21.630416666666665
20.833,4,5,2,19,1,21.4,19.533,19.6,21.524916666666666,21.638749999999998
20.5,5,5,2,19,1,20.833,19.9,19.6,21.579083333333333,21.646089285714286
20.733,6,5,2,19,1,20.5,20.333,19.867,21.60408333333333,21.65144642857143
21.4,7,5,2,19,1,20.733,21.133,20.6,21.62075,21.65660119047619
22.3,8,5,2,19,1,21.4,22.333,21.7,21.631874999999997,21.661363095238094
23.333,9,5,2,19,1,22.3,23.7,22.95,21.630499999999998,21.664934523809524
24.5,10,5,2,19,1,23.333,24.833,24.15,21.61520833333333,21.667214285714287
25.8,11,5,2,19,1,24.5,25.6,25.267,21.601333333333333,21.66929761904762
26.767,12,5,2,19,1,25.8,26.333,26.133,21.609666666666666,21.672470238095237
27.5,13,5,2,19,1,26.767,26.767,26.467,21.627750000000002,21.676244047619047
27.4,14,5,2,19,1,27.5,22.433,25.967,21.658291666666667,21.682392857142858
26.867,15,5,2,19,1,27.4,24.567,25.25,21.86525,21.69092261904762
25.833,16,5,2,19,1,26.867,17.4,24.433,21.961083333333335,21.70054761904762
24.8,17,5,2,19,1,25.833,13.333,23.433,22.312458333333336,21.70888095238095
24.033,18,5,2,19,1,24.8,11.933,22.7,22.79025,21.71701785714286
23.267,19,5,2,19,1,24.033,11.767,22.1,23.294416666666667,21.72495238095238
22.7,20,5,2,19,1,23.267,15.367,21.75,23.773583333333335,21.73189880952381
22.5,21,5,2,19,1,22.7,27.5,21.667,24.079125,21.73755357142857
22.3,22,5,2,19,1,22.5,26.6,21.4,23.870791666666666,21.742511904761905
22.0,23,5,2,19,1,22.3,25.0,21.1,23.691625000000002,21.747869047619048
21.7,0,6,2,20,1,22.0,23.9,20.7,23.566625000000002,21.75322619047619
21.3,1,6,2,20,1,21.7,22.833,20.45,23.474958333333333,21.759178571428574
21.1,2,6,2,20,1,21.3,22.1,20.2,23.411083333333337,21.764238095238095
20.8,3,6,2,20,1,21.1,21.4,19.8,23.369416666666666,21.76959523809524
20.4,4,6,2,20,1,20.8,20.833,19.533,23.344416666666664,21.775547619047618
20.333,5,6,2,20,1,20.4,20.5,19.533,23.326375,21.780708333333333
20.633,6,6,2,20,1,20.333,20.733,19.8,23.319416666666665,21.78547023809524
21.333,7,6,2,20,1,20.633,21.4,20.35,23.315250000000002,21.79042857142857
22.3,8,6,2,20,1,21.333,22.3,21.133,23.312458333333336,21.796279761904763
23.5,9,6,2,20,1,22.3,23.333,22.2,23.312458333333336,21.80322619047619
25.4,10,6,2,20,1,23.5,24.5,23.2,23.31941666666667,21.810964285714284
26.967,11,6,2,20,1,25.4,25.8,24.2,23.356916666666667,21.824059523809524
28.033,12,6,2,20,1,26.967,26.767,24.85,23.405541666666668,21.84052976190476
28.833,13,6,2,20,1,28.033,27.5,25.567,23.458291666666668,21.85947619047619
28.967,14,6,2,20,1,28.833,27.4,25.667,23.513833333333334,21.878916666666665
28.4,15,6,2,20,1,28.967,26.867,25.233,23.579125,21.898559523809524
27.3,16,6,2,20,1,28.4,25.833,24.3,23.642999999999997,21.917410714285715
26.133,17,6,2,20,1,27.3,24.8,23.65,23.704125,21.935267857142858
25.167,18,6,2,20,1,26.133,24.033,23.0,23.759666666666664,21.95004761904762
24.45,19,6,2,20,1,25.167,23.267,22.2,23.806916666666666,21.962946428571428
23.733,20,6,2,20,1,24.45,22.7,21.7,23.85620833333333,21.976339285714285
23.375,21,6,2,20,1,23.733,22.5,21.533,23.89925,21.988440476190476
23.167,22,6,2,20,1,23.375,22.3,21.35,23.935708333333334,21.999404761904763
22.933,23,6,2,20,1,23.167,22.0,21.133,23.971833333333333,22.01022023809524
22.7,0,0,2,21,0,22.933,21.7,20.8,24.01070833333333,22.020934523809522
22.5,1,0,2,21,0,22.7,21.3,20.533,24.052375,22.03224404761905
22.267,2,0,2,21,0,22.5,21.1,20.25,24.102375,22.04395238095238
21.9,3,0,2,21,0,22.267,20.8,20.1,24.151,22.055958333333333
21.367,4,0,2,21,0,21.9,20.4,19.733,24.19683333333333,22.06667261904762
21.167,5,0,2,21,0,21.367,20.333,19.7,24.237125000000002,22.07639880952381
21.3,6,0,2,21,0,21.167,20.633,19.8,24.271874999999998,22.08513095238095
21.975,7,0,2,21,0,21.3,21.333,20.2,24.299666666666667,22.094059523809523
23.133,8,0,2,21,0,21.975,22.3,20.95,24.32641666666667,22.104625
22.8,9,0,2,21,0,23.133,23.5,21.933,24.361124999999998,22.117619047619048
24.333,10,0,2,21,0,22.8,25.4,22.867,24.331958333333333,22.122779761904763
26.333,11,0,2,21,0,24.333,26.967,23.867,24.287499999999998,22.13150595238095
27.633,12,0,2,21,0,26.333,28.033,24.8,24.261083333333332,22.146184523809524
28.4,13,0,2,21,0,27.633,28.833,25.5,24.244416666666666,22.163047619047617
28.367,14,0,2,21,0,28.4,28.967,17.3,24.226375,22.180309523809523
27.7,15,0,2,21,0,28.367,28.4,7.9,24.201375,22.246184523809525
26.85,16,0,2,21,0,27.7,27.3,11.1,24.172208333333334,22.36404166666667
26.033,17,0,2,21,0,26.85,26.133,11.567,24.153458333333333,22.457791666666665
25.4,18,0,2,21,0,26.033,25.167,14.2,24.14929166666667,22.543898809523807
24.533,19,0,2,21,0,25.4,24.45,14.667,24.159000000000002,22.610565476190477
23.8,20,0,2,21,0,24.533,23.733,15.233,24.162458333333333,22.669291666666666
23.467,21,0,2,21,0,23.8,23.375,26.833,24.16525,22.720285714285712
23.267,22,0,2,21,0,23.467,23.167,25.833,24.169083333333333,22.70025
23.0,23,0,2,21,0,23.267,22.933,24.133,24.17325,22.684976190476192
22.7,0,1,2,22,0,23.0,22.7,22.9,24.176041666666666,22.67823214285714
22.4,1,1,2,22,0,22.7,22.5,22.033,24.176041666666663,22.677041666666668
22.1,2,1,2,22,0,22.4,22.267,21.3,24.171875,22.67922619047619
21.8,3,1,2,22,0,22.1,21.9,20.7,24.164916666666667,22.683988095238096
21.533,4,1,2,22,0,21.8,21.367,20.233,24.160750000000004,22.690535714285712
21.6,5,1,2,22,0,21.533,21.167,20.05,24.167666666666666,22.69827380952381
22.0,6,1,2,22,0,21.6,21.3,20.3,24.185708333333334,22.7075
22.933,7,1,2,22,0,22.0,21.975,21.0,24.214874999999996,22.717619047619046
24.325,8,1,2,22,0,22.933,23.133,22.1,24.254791666666666,22.729125
25.933,9,1,2,22,0,24.325,22.8,23.467,24.304458333333333,22.742369047619047
27.467,10,1,2,22,0,25.933,24.333,24.867,24.435,22.75704761904762
28.967,11,1,2,22,0,27.467,26.333,26.267,24.565583333333333,22.77252380952381
29.9,12,1,2,22,0,28.967,27.633,27.3,24.67533333333333,22.788595238095237
30.567,13,1,2,22,0,29.9,28.4,27.95,24.769791666666666,22.804071428571426
30.567,14,1,2,22,0,30.567,28.367,28.4,24.860083333333336,22.819648809523805
30.0,15,1,2,22,0,30.567,27.7,28.05,24.951750000000004,22.83254761904762
29.1,16,1,2,22,0,30.0,26.85,27.35,25.047583333333336,22.84415476190476
28.4,17,1,2,22,0,29.1,26.033,26.6,25.141333333333332,22.85457142857143
27.7,18,1,2,22,0,28.4,25.4,25.7,25.239958333333334,22.865285714285715
27.0,19,1,2,22,0,27.7,24.533,24.867,25.335791666666665,22.877190476190474
26.167,20,1,2,22,0,27.0,23.8,24.2,25.43858333333333,22.889886904761905
25.4,21,1,2,22,0,26.167,23.467,23.6,25.537208333333336,22.901595238095236
24.7,22,1,2,22,0,25.4,23.267,22.933,25.61775,22.912309523809522
24.133,23,1,2,22,0,24.7,23.0,22.3,25.677458333333334,22.92282738095238
23.6,0,2,2,23,0,24.133,22.7,21.833,25.724666666666664,22.933738095238095
23.1,1,2,2,23,0,23.6,22.4,21.45,25.76216666666667,22.944255952380953
22.6,2,2,2,23,0,23.1,22.1,21.1,25.79133333333333,22.95407738095238
22.133,3,2,2,23,0,22.6,21.8,20.733,25.81216666666667,22.96300595238095
21.7,4,2,2,23,0,22.133,21.533,14.4,25.826041666666665,22.971339285714286
21.433,5,2,2,23,0,21.7,21.6,23.05,25.833,23.014791666666667
21.633,6,2,2,23,0,21.433,22.0,23.967,25.82604166666667,23.005166666666668
22.433,7,2,2,23,0,21.633,22.933,23.433,25.810750000000002,22.991273809523808
23.767,8,2,2,23,0,22.433,24.325,23.6,25.789916666666667,22.985321428571428
25.267,9,2,2,23,0,23.767,25.933,24.3,25.766666666666666,22.986315476190477
26.9,10,2,2,23,0,25.267,27.467,25.325,25.738916666666668,22.99207142857143
28.8,11,2,2,23,0,26.9,28.967,26.4,25.71529166666667,23.001446428571427
29.9,12,2,2,23,0,28.8,29.9,27.133,25.708333333333332,23.015732142857143
30.533,13,2,2,23,0,29.9,30.567,19.25,25.708333333333332,23.03220238095238
30.367,14,2,2,23,0,30.533,30.567,9.3,25.70691666666666,23.099363095238097
29.55,15,2,2,23,0,30.367,30.0,8.733,25.698583333333332,23.224761904761902
28.4,16,2,2,23,0,29.55,29.1,8.7,25.679833333333335,23.34867261904762
27.133,17,2,2,23,0,28.4,28.4,8.333,25.650666666666666,23.465934523809523
26.3,18,2,2,23,0,27.133,27.7,11.233,25.597875,23.577839285714283
25.0,19,2,2,23,0,26.3,27.0,7.933,25.539541666666665,23.66752380952381
24.2,20,2,2,23,0,25.0,26.167,15.5,25.456208333333333,23.769113095238097
23.8,21,2,2,23,0,24.2,25.4,21.967,25.37425,23.82089880952381
23.6,22,2,2,23,0,23.8,24.7,24.8,25.30758333333333,23.831809523809525
23.3,23,2,2,23,0,23.6,24.133,24.2,25.261749999999996,23.824666666666666
22.867,0,3,2,24,0,23.3,23.6,23.4,25.22704166666667,23.819309523809522
22.367,1,3,2,24,0,22.867,23.1,22.6,25.1965,23.816136904761905
21.867,2,3,2,24,0,22.367,22.6,21.733,25.165958333333332,23.81475
21.433,3,3,2,24,0,21.867,22.133,20.933,25.135416666666668,23.815547619047617
20.967,4,3,2,24,0,21.433,21.7,20.0,25.106250000000003,23.818523809523807
20.733,5,3,2,24,0,20.967,21.433,19.833,25.075708333333335,23.824279761904762
21.1,6,3,2,24,0,20.733,21.633,20.133,25.046541666666666,23.829636904761905
22.0,7,3,2,24,0,21.1,22.433,20.8,25.02433333333333,23.835392857142857
23.5,8,3,2,24,0,22.0,23.767,22.075,25.006291666666666,23.842535714285713
25.2,9,3,2,24,0,23.5,25.267,23.1,24.995166666666666,23.851017857142857
26.9,10,3,2,24,0,25.2,26.9,24.133,24.992375,23.863517857142856
28.467,11,3,2,24,0,26.9,28.8,25.167,24.992375,23.879988095238094
29.2,12,3,2,24,0,28.467,29.9,26.0,24.9785,23.899630952380953
29.567,13,3,2,24,0,29.2,30.533,26.567,24.949333333333332,23.91867857142857
29.6,14,3,2,24,0,29.567,30.367,26.533,24.90908333333334,23.936535714285714
29.267,15,3,2,24,0,29.6,29.55,25.95,24.877124999999996,23.954791666666665
28.267,16,3,2,24,0,29.267,28.4,25.067,24.865333333333336,23.974535714285715
27.0,17,3,2,24,0,28.267,27.133,24.167,24.859791666666666,23.993583333333333
25.9,18,3,2,24,0,27.0,26.3,23.3,24.854249999999997,24.01044642857143
25.05,19,3,2,24,0,25.9,25.0,22.5,24.83758333333334,24.02592261904762
24.367,20,3,2,24,0,25.05,24.2,21.833,24.83966666666667,24.04110119047619
24.0,21,3,2,24,0,24.367,23.8,21.667,24.846625,24.056184523809524
23.75,22,3,2,24,0,24.0,23.6,21.333,24.854958333333332,24.070071428571428
23.4,23,3,2,24,0,23.75,23.3,20.933,24.861208333333334,24.084458333333334
22.967,0,4,2,25,0,23.4,22.867,20.6,24.865375,24.09914285714286
22.533,1,4,2,25,0,22.967,22.367,20.3,24.869541666666667,24.113232142857143
22.133,2,4,2,25,0,22.533,21.867,20.0,24.876458333333336,24.12652380952381
21.7,3,4,2,25,0,22.133,21.433,19.7,24.887541666666664,24.139220238095238
21.3,4,4,2,25,0,21.7,20.967,19.533,24.898666666666667,24.151125
21.05,5,4,2,25,0,21.3,20.733,19.9,24.912541666666666,24.16164285714286
21.233,6,4,2,25,0,21.05,21.1,20.333,24.925750000000004,24.168488095238096
22.133,7,4,2,25,0,21.233,22.0,21.133,24.931291666666667,24.17384523809524
23.7,8,4,2,25,0,22.133,23.5,22.333,24.936833333333336,24.17979761904762
25.6,9,4,2,25,0,23.7,25.2,23.7,24.945166666666665,24.187934523809524
27.6,10,4,2,25,0,25.6,26.9,24.833,24.96183333333333,24.199244047619047
29.367,11,4,2,25,0,27.6,28.467,25.6,24.991,24.215714285714288
30.6,12,4,2,25,0,29.367,29.2,26.333,25.028499999999998,24.2381369047619
